CCN,State,Provider Name,City,Ownership Type,ESRD Network,NPI,Chain Name,Modality,Alternate CCN(s)
552753,CA,ARVIN DIALYSIS,ARVIN,For Profit,18,1619310513,DAVITA,Hemodialysis,552753
552754,CA,SATELLITE HEALTHCARE VALLEJO,VALLEJO,Non-profit,17,1982047783,SATELLITE DIALYSIS,Hemodialysis,552754
552755,CA,NEWPORT SUPERIOR DIALYSIS,NEWPORT BEACH,For Profit,18,1275876351,FRESENIUS MEDICAL CARE,Hemodialysis,552755
552756,CA,SATELLITE WELLBOUND OF MOUNTAIN VIEW,MOUNTAIN VIEW,For Profit,17,1083046247,SATELLITE DIALYSIS,Hemodialysis and Peritoneal Dialysis,552756
552757,CA,RANCHO CUCAMONGA HOME TRAINING,RANCHO CUCAMONGA,For Profit,18,1497095905,DAVITA,Hemodialysis and Peritoneal Dialysis,552757
552758,CA,FRESENIUS MEDICAL CARE ORANGE COUNTY HOME,FULLERTON,For Profit,18,1861767378,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552758
552759,CA,BASTANCHURY DIALYSIS,FULLERTON,For Profit,18,1154755163,DAVITA,Hemodialysis and Peritoneal Dialysis,552759
552760,CA,ARCHWAY DIALYSIS OF MODESTO,MODESTO,For Profit,17,1396176020,DAVITA,Hemodialysis,552760
552761,CA,SATELLITE HEALTHCARE SAN FRANCISCO,SAN FRANCISCO,Non-profit,17,1104261130,SATELLITE DIALYSIS,Hemodialysis,552761
552762,CA,U S RENAL CARE CHULA VISTA DIALYSIS,CHULA VISTA,For Profit,18,1992131395,"US RENAL CARE, INC.",Hemodialysis,552762
552763,CA,FAIRFIELD DOWNTOWN DIALYSIS,FAIRFIELD,For Profit,17,1790106300,DAVITA,Hemodialysis,552763
552764,CA,CHANNEL ISLANDS DIALYSIS,OXNARD,For Profit,18,1534696772,DAVITA,Hemodialysis and Peritoneal Dialysis,552764
552765,CA,ARCHWAY MODESTO HOME TRAINING,MODESTO,For Profit,17,1295166965,DAVITA,Hemodialysis and Peritoneal Dialysis,552765
552766,CA,ANAHEIM SPRINGS DIALYSIS,ANAHEIM,For Profit,18,1407270804,DAVITA,Hemodialysis,552766
552767,CA,SATELLITE HEALTHCARE SAN JOSE,SAN JOSE,Non-profit,17,1972927960,SATELLITE HEALTHCARE,Hemodialysis,552767
552768,CA,U S RENAL CARE PATTERSON DIALYSIS,PATTERSON,For Profit,17,1942629977,INNOVATIVE DIALYSIS SYSTEMS,Hemodialysis,552768
552769,CA,BAKERSFIELD OAK ST DIALYSIS,BAKERSFIELD,For Profit,18,1154759694,DAVITA,Hemodialysis and Peritoneal Dialysis,552769
552770,CA,DESERT CITIES DIALYSIS - AMETHYST,VICTORVILLE,For Profit,18,1225460264,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552770
552771,CA,ROSEVILLE DIALYSIS,ROSEVILLE,For Profit,17,1942625132,DAVITA,Hemodialysis,552771
552772,CA,WALNUT CREEK WEST DIALYSIS,WALNUT CREEK,For Profit,17,1902212962,DAVITA,Hemodialysis,552772
552773,CA,BLUFF RD DIALYSIS,MONTEBELLO,For Profit,18,1679990543,DAVITA,Hemodialysis and Peritoneal Dialysis,552773
552774,CA,POMONA VALLEY DIALYSIS,POMONA,For Profit,18,1043631427,DAVITA,Hemodialysis,552774
552775,CA,FRESENIUS MEDICAL CARE SANTA ANA DIALYSIS,SANTA ANA,For Profit,18,1174940712,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552775
552776,CA,SAN BERNARDINO HOME TRAINING,SAN BERNARDINO,For Profit,18,1306267364,DAVITA,Hemodialysis and Peritoneal Dialysis,552776
552777,CA,"LAUREL CANYON DIALYSIS, LLC",SUN VALLEY,For Profit,18,1215342175,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552777
552778,CA,SYLMAR DIALYSIS LLC,SYLMAR,For Profit,18,1871903385,NATIONAL RENAL ALLIANCE,Hemodialysis,552778
552779,CA,EL SOBRANTE DIALYSIS,SAN PABLO,For Profit,17,1124443791,DAVITA,Hemodialysis,552779
552780,CA,MENIFEE HOME DIALYSIS,MENIFEE,For Profit,18,1942620976,DAVITA,Hemodialysis and Peritoneal Dialysis,552780
552781,CA,GARDEN GROVE HARBOR DIALYSIS,GARDEN GROVE,For Profit,18,1619397700,DAVITA,Hemodialysis and Peritoneal Dialysis,552781
552782,CA,FRESNO NORTH HOME TRAINING,FRESNO,For Profit,17,1497157820,DAVITA,Hemodialysis and Peritoneal Dialysis,552782
552783,CA,U.S. RENAL CARE BEVERLY HILLS DIALYSIS,BEVERLY HILLS,For Profit,18,1417046095,"US RENAL CARE, INC.",Hemodialysis,552783
552784,CA,U S RENAL CARE SOUTH BAY HOME PROGRAM,TORRANCE,For Profit,18,1528466331,"US RENAL CARE, INC.",Peritoneal Dialysis,552784
552785,CA,GLENDORA FOOTHILLS DIALYSIS,GLENDORA,For Profit,18,1902213580,DAVITA,Hemodialysis,552785
552786,CA,FRESENIUS MEDICAL CARE ANAHEIM DIALYSIS,ANAHEIM,For Profit,18,1609285204,FRESENIUS MEDICAL CARE,Hemodialysis,552786
552787,CA,ARCADIA OAKS DIALYSIS,ARCADIA,For Profit,18,1174942312,DAVITA,Hemodialysis,552787
552788,CA,ROSEVILLE HOME THERAPY,ROSEVILLE,For Profit,17,1710383070,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552788
552789,CA,NEWPORT IRVINE DIALYSIS,NEWPORT BEACH,For Profit,18,1679995948,DAVITA,Hemodialysis and Peritoneal Dialysis,552789
552790,CA,SANDERLING DIALYSIS OF TEHACHAPI,TEHACHAPI,For Profit,18,1932524683,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552790
552791,CA,COLTON RANCH DIALYSIS,COLTON,For Profit,18,1063838894,DAVITA,Hemodialysis and Peritoneal Dialysis,552791
552792,CA,CASA ST HOME TRAINING,SAN LUIS OBISPO,For Profit,18,1477961696,DAVITA,Hemodialysis and Peritoneal Dialysis,552792
552793,CA,AVALON DIALYSIS,LOS ANGELES,For Profit,18,1659780120,DAVITA,Hemodialysis,552793
552794,CA,SAN RAFAEL DIALYSIS,SAN RAFAEL,For Profit,17,1023499605,DAVITA,Hemodialysis and Peritoneal Dialysis,552794
552795,CA,RIVERLAKES HOME TRAINING,BAKERSFIELD,For Profit,18,1174929830,DAVITA,Hemodialysis and Peritoneal Dialysis,552795
552796,CA,SEVEN OAKS DIALYSIS,BAKERSFIELD,For Profit,18,1043602105,DAVITA,Hemodialysis,552796
552797,CA,KERMAN DIALYSIS CENTER LLC,KERMAN,For Profit,17,1467847202,AMERICAN RENAL ASSOCIATES,Hemodialysis and Peritoneal Dialysis,552797
552798,CA,FRESENIUS MEDICAL CARE RAVEN,SAN DIEGO,For Profit,18,1366834285,FRESENIUS MEDICAL CARE,Hemodialysis,552798
552799,CA,FRESENIUS MEDICAL CARE SOUTH BAY HOME THERAPY,HARBOR CITY,For Profit,18,1740669969,FRESENIUS MEDICAL CARE,Peritoneal Dialysis,552799
552800,CA,BEVERLYWOOD DIALYSIS,LOS ANGELES,For Profit,18,1306243209,DAVITA,Hemodialysis,552800
552801,CA,EL DORADO DIALYSIS,LONG BEACH,For Profit,18,1972907566,DAVITA,Hemodialysis and Peritoneal Dialysis,552801
552802,CA,BROADWAY DIALYSIS,SACRAMENTO,For Profit,17,1568847929,DAVITA,Hemodialysis,552802
552803,CA,SATELLITE HEALTHCARE CERES,MODESTO,Non-profit,17,1003213026,SATELLITE HEALTHCARE,Hemodialysis and Peritoneal Dialysis,552803
552804,CA,PACHECO DIALYSIS,LOS BANOS,For Profit,17,1518341171,DAVITA,Hemodialysis,552804
552805,CA,FRESENIUS MEDICAL CARE MORENO VALLEY,MORENO VALLEY,Non-profit,18,1609258284,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552805
552806,CA,VISALIA VINEYARD DIALYSIS,VISALIA,For Profit,18,1386069367,DAVITA,Hemodialysis and Peritoneal Dialysis,552806
552807,CA,TUSTIN RANCH DIALYSIS,TUSTIN,For Profit,18,1407233240,DAVITA,Hemodialysis and Peritoneal Dialysis,552807
552808,CA,PORT CITY DIALYSIS,STOCKTON,For Profit,17,1437569514,DAVITA,Hemodialysis,552808
552809,CA,FRESENIUS MEDICAL CARE POTRERO AVENUE,SAN FRANCISCO,For Profit,17,1407263569,FRESENIUS MEDICAL CARE,Hemodialysis,552809
552810,CA,U S RENAL CARE GRAND HOME PROGRAM,LOS ANGELES,For Profit,18,1588031322,"US RENAL CARE, INC.",Peritoneal Dialysis,552810
552811,CA,GOLDEN GATE DIALYSIS,SAN FRANCISCO,For Profit,17,1831593243,DAVITA,Hemodialysis,552811
552812,CA,GOLDEN STATE DIALYSIS,TURLOCK,For Profit,17,1316323579,DAVITA,Hemodialysis,552812
552813,CA,UPLAND COLONIES DIALYSIS,UPLAND,For Profit,18,1316336753,DAVITA,Hemodialysis,552813
552814,CA,DEER PARK DIALYSIS,SACRAMENTO,For Profit,17,1033584248,DAVITA,Hemodialysis,552814
552815,CA,ONTARIO MILLS DIALYSIS,ONTARIO,For Profit,18,1437538618,DAVITA,Hemodialysis,552815
552816,CA,"ONTARIO HOLT DIALYSIS CENTER, INC",ONTARIO,For Profit,18,1659770394,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552816
552817,CA,JURUPA VALLEY DIALYSIS,JURUPA VALLEY,For Profit,18,1881085900,DAVITA,Hemodialysis,552817
552818,CA,DELANO KIDNEY CENTER LLC,DELANO,For Profit,18,1700230430,AMERICAN RENAL ASSOCIATES,Hemodialysis and Peritoneal Dialysis,552818
552819,CA,"SANTA CLARITA DIALYSIS, LLC",VALENCIA,For Profit,18,1083087928,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552819
552820,CA,FRESENIUS MEDICAL CARE FRESNO AIRPORT EAST,FRESNO,For Profit,17,1669840146,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552820
552821,CA,SOUTH GATE DIALYSIS,SOUTH GATE,For Profit,18,1184004137,DALLAS COUNTY HOSPITAL DISTRICT,Hemodialysis and Peritoneal Dialysis,552821
552822,CA,DAVITA HUNTINGTON DIALYSIS,PASADENA,For Profit,18,1457742678,DAVITA,Hemodialysis and Peritoneal Dialysis,552822
552823,CA,CASA DEL RIO HOME TRAINING,BAKERSFIELD,For Profit,18,1548639792,DAVITA,Hemodialysis and Peritoneal Dialysis,552823
552824,CA,WESTLAKE VILLAGE DIALYSIS,THOUSAND OAKS,For Profit,18,1215310016,DAVITA,Hemodialysis,552824
552825,CA,U S RENAL CARE VICTORVILLE HOME DIALYSIS,VICTORVILLE,For Profit,18,1073960845,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,552825
552826,CA,CIRCLE CITY DIALYSIS,CORONA,For Profit,18,1134516206,DAVITA,Hemodialysis,552826
552827,CA,SATELLITE HEALTHCARE BLOSSOM VALLEY,SAN JOSE,Non-profit,17,1306299391,SATELLITE HEALTHCARE,Hemodialysis,552827
552828,CA,MARINA DIALYSIS,MARINA,For Profit,17,1942654595,DAVITA,Hemodialysis and Peritoneal Dialysis,552828
552829,CA,LONE TREE RANCH DIALYSIS,ANTIOCH,For Profit,17,1821444258,DAVITA,Hemodialysis and Peritoneal Dialysis,552829
552830,CA,SERRANO DIALYSIS,SAN BERNARDINO,For Profit,18,1831560077,DAVITA,Hemodialysis,552830
552831,CA,EL CAMINO DIALYSIS,MOUNTAIN VIEW,For Profit,17,1851756860,DAVITA,Hemodialysis,552831
552832,CA,ROLLING HILLS DIALYSIS,TORRANCE,For Profit,18,1003271131,DAVITA,Hemodialysis and Peritoneal Dialysis,552832
552833,CA,US RENAL CARE SOUTH BAY DIALYSIS,REDONDO BEACH,For Profit,18,1033595194,"US RENAL CARE, INC.",Hemodialysis,552833
552834,CA,VISTA DEL SOL DIALYSIS,VICTORVILLE,For Profit,18,1447615869,DAVITA,Hemodialysis and Peritoneal Dialysis,552834
552835,CA,WARNER CENTER DIALYSIS,WOODLAND HILLS,For Profit,18,1730558750,DAVITA,Hemodialysis and Peritoneal Dialysis,552835
552836,CA,FRESENIUS MEDICAL CARE WEST GLENDALE,GLENDALE,For Profit,18,1396111886,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552836
552837,CA,"POMONA DIALYSIS CENTER, INC",POMONA,For Profit,18,1982065108,INDEPENDENT,Hemodialysis,552837
552838,CA,REDHAWK DIALYSIS,TEMECULA,For Profit,18,1861949331,DAVITA,Hemodialysis,552838
552839,CA,WHITMORE DIALYSIS,CERES,For Profit,17,1982081782,DAVITA,Hemodialysis,552839
552840,CA,DESERT SANDS HOME TRAINING,PALM DESERT,For Profit,18,1346699600,SULA DIALYSIS,Peritoneal Dialysis,552840
552841,CA,OCEANSIDE DIALYSIS,OCEANSIDE,For Profit,18,1548229495,DAVITA,Hemodialysis and Peritoneal Dialysis,552841
552842,CA,SAN RAMON VALLEY HOME TRAINING,DANVILLE,For Profit,17,1912442062,DAVITA,Hemodialysis and Peritoneal Dialysis,552842
552843,CA,ROWLAND HEIGHTS DIALYSIS,CITY OF INDUSTRY,For Profit,18,1467827170,DAVITA,Hemodialysis,552843
552844,CA,VAN NUYS DIALYSIS,VAN NUYS,For Profit,18,1790239606,DAVITA,Hemodialysis,552844
552845,CA,PALMS VALLEY DIALYSIS,PALMDALE,For Profit,18,1528421724,DAVITA,Hemodialysis and Peritoneal Dialysis,552845
552846,CA,VISTA HEIGHTS DIALYSIS,MORENO VALLEY,For Profit,18,1730631045,DAVITA,Hemodialysis,552846
552847,CA,ARENA DIALYSIS,SACRAMENTO,For Profit,17,1841741857,DAVITA,Hemodialysis and Peritoneal Dialysis,552847
552848,CA,EASTRIDGE DIALYSIS,SAN JOSE,For Profit,17,1427572908,DAVITA,Hemodialysis,552848
552849,CA,PETALUMA RIVER DIALYSIS,PETALUMA,For Profit,17,1780042903,DAVITA,Hemodialysis,552849
552850,CA,U S RENAL CARE DOWNTOWN LOS ANGELES DIALYSIS,LOS ANGELES,For Profit,18,1629424726,"US RENAL CARE, INC.",Hemodialysis,552850
552851,CA,U S RENAL CARE LITTLE TOKYO DIALYSIS,LOS ANGELES,For Profit,18,1487013199,"US RENAL CARE, INC.",Hemodialysis,552851
552852,CA,LA HABRA DIALYSIS,LA HABRA,For Profit,18,1912355843,DAVITA,Hemodialysis and Peritoneal Dialysis,552852
552853,CA,NORTHRIDGE KIDNEY CARE CENTER LLC,NORTHRIDGE,For Profit,18,1861901191,INDEPENDENT,Hemodialysis,552853
552854,CA,TORRANCE EMERALD DIALYSIS,TORRANCE,For Profit,18,1467994285,DAVITA,Hemodialysis,552854
552855,CA,CURTOLA HOME TRAINING,VALLEJO,For Profit,17,1265884142,DAVITA,Peritoneal Dialysis,552855
552856,CA,SIERRA VALLEY DIALYSIS CENTER LLC,PORTERVILLE,For Profit,18,1356826713,AMERICAN RENAL ASSOCIATES,Hemodialysis and Peritoneal Dialysis,552856
552857,CA,BIDWELL DIALYSIS,CHICO,For Profit,17,1659889632,DAVITA,Hemodialysis,552857
552858,CA,MAYFAIR DIALYSIS,LAKEWOOD,For Profit,18,1295263283,DAVITA,Hemodialysis and Peritoneal Dialysis,552858
552859,CA,SATELLITE HEALTHCARE EVERGREEN,SAN JOSE,Non-profit,17,1992204481,SATELLITE HEALTHCARE,Hemodialysis,552859
552860,CA,INDIO DIALYSIS,INDIO,For Profit,18,1710439187,DAVITA,Hemodialysis,552860
552861,CA,ROSE POINT DIALYSIS,WASCO,For Profit,18,1316459134,DAVITA,Hemodialysis,552861
552862,CA,SANTA ROSA SPRINGS DIALYSIS CENTER,SANTA ROSA,For Profit,17,1508224726,DAVITA,Hemodialysis,552862
552863,CA,SATELLITE HEALTHCARE FOLSOM,FOLSOM,Non-profit,17,1912446865,SATELLITE HEALTHCARE,Hemodialysis,552863
552864,CA,"FRESENIUS KIDNEY CARE, SAN MIGUEL",CONCORD,For Profit,17,1437683877,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,552864
552865,CA,FRESENIUS KIDNEY CARE CLOVIS,CLOVIS,For Profit,17,1033620109,FRESENIUS MEDICAL CARE,Hemodialysis,552865
552866,CA,SATELLITE HEALTHCARE WEST TURLOCK,TURLOCK,Non-profit,17,1972963379,SATELLITE HEALTHCARE,Hemodialysis and Peritoneal Dialysis,552866
552867,CA,US RENAL CARE NAPA DIALYSIS,NAPA,For Profit,17,1518485382,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,552867
552868,CA,SANDERLING DIALYSIS OF CRESCENT CITY,CRESCENT CITY,For Profit,17,1376074559,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552868
552869,CA,FRESENIUS KIDNEY CARE HUNTINGTON BEACH,HUNTINGTON BEACH,For Profit,18,1356892731,FRESENIUS MEDICAL CARE,Hemodialysis,552869
552870,CA,FRESENIUS KIDNEY CARE CENTRAL VALLEY HOME THERAPY,FRESNO,For Profit,17,1235677832,FRESENIUS MEDICAL CARE,Peritoneal Dialysis,552870
552871,CA,NORTH BAKERSFIELD DIALYSIS,BAKERSFIELD,For Profit,18,1881191781,AMERICAN RENAL ASSOCIATES,Hemodialysis and Peritoneal Dialysis,552871
552872,CA,SANDERLING DIALYSIS OF RAMONA,RAMONA,For Profit,18,1679016786,INDEPENDENT,Hemodialysis,552872
552873,CA,BRISTOL DIALYSIS,SANTA ANA,For Profit,18,1154822781,DAVITA,Hemodialysis and Peritoneal Dialysis,552873
552874,CA,CENTRAL BAKERSFIELD DIALYSIS,BAKERSFIELD,For Profit,18,1700383601,AMERICAN RENAL ASSOCIATES,Hemodialysis,552874
552875,CA,SAN GABRIEL DIALYSIS,SAN GABRIEL,For Profit,18,1316465149,DAVITA,Hemodialysis,552875
552876,CA,RANCHO SAN BERNARDINO DIALYSIS,RIALTO,For Profit,18,1134625742,DAVITA,Hemodialysis,552876
552877,CA,BEACH DIALYSIS,STANTON,For Profit,18,1144721770,DAVITA,Hemodialysis and Peritoneal Dialysis,552877
552878,CA,SAN BRUNO DIALYSIS,SAN BRUNO,For Profit,17,1548749989,DAVITA,Hemodialysis,552878
552879,CA,"NORTHRIDGE KIDNEY CENTER, LLC",NORTHRIDGE,For Profit,18,1790342897,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,552879
552880,CA,FRESENIUS KIDNEY CARE LYNWOOD,DOWNEY,For Profit,18,1578004149,FRESENIUS MEDICAL CARE,Unavailable,552880
552881,CA,FRESENIUS KIDNEY CARE PALMDALE,PALMDALE,For Profit,18,1285144840,FRESENIUS MEDICAL CARE,Unavailable,552881
552882,CA,LA MIRADA DIALYSIS,LA MIRADA,Unavailable,18,1033647334,DAVITA,Unavailable,552882
552884,CA,"PARAMOUNT HOPE DIALYSIS CENTER, PC",PARAMOUNT,For Profit,18,1326512542,RENAL CARE PARTNERS,Hemodialysis and Peritoneal Dialysis,552884
552887,CA,SATELLITE WELLBOUND OF SACRAMENTO UNIVERSITY,SACRAMENTO,For Profit,17,1780173724,SATELLITE HEALTHCARE,Hemodialysis and Peritoneal Dialysis,552887
642300,AS,LBJ TROPICAL MEDICAL CENTER,PAGO PAGO,Non-profit,17,1700117538,INDEPENDENT,Hemodialysis,"640001,642300"
652500,GU,GUAM DIALYSIS CENTER - TAMUNING,TAMUNING,For Profit,17,1053383059,INNOVATIVE DIALYSIS SYSTEMS,Hemodialysis and Peritoneal Dialysis,652500
652501,GU,US RENAL CARE SINAJANA DIALYSIS,SINAJANA,For Profit,17,1831161728,INNOVATIVE DIALYSIS SYSTEMS,Hemodialysis,652501
652503,GU,"RENAL CENTERS OF GUAM, LLC",DEDEDO,For Profit,17,1346436441,INNOVATIVE DIALYSIS SYSTEMS,Hemodialysis,652503
652504,GU,TUMON KIDNEY CENTER,UPPER TUMON,For Profit,17,1447441670,INNOVATIVE DIALYSIS SYSTEMS,Hemodialysis,652504
652505,GU,U S RENAL CARE FINEGAYAN DIALYSIS,DEDEDO,For Profit,17,1881116697,"US RENAL CARE, INC.",Hemodialysis,652505
662300,MP,COMMONWEALTH HEALTH CENTER,SAIPAN,Non-profit,17,1285858290,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,"660001,662300"
662501,MP,ST JUDE RENAL CARE FACILITY,SAIPAN,For Profit,17,1093769739,INDEPENDENT,Hemodialysis,662501
672500,TX,LAKE JACKSON DIALYSIS,LAKE JACKSON,For Profit,14,1215961545,DAVITA,Hemodialysis,672500
672501,TX,TRANSMOUNTAIN DIALYSIS,EL PASO,For Profit,14,1457315012,DAVITA,Hemodialysis and Peritoneal Dialysis,672501
672502,TX,US RENAL CARE MISSION DIALYSIS,MISSION,For Profit,14,1639156193,INDEPENDENT,Hemodialysis,672502
672503,TX,JACINTO DIALYSIS CENTER,JACINTO CITY,For Profit,14,1255335279,DAVITA,Hemodialysis,672503
672504,TX,ROCK PRAIRIE DIALYSIS,COLLEGE STATION,For Profit,14,1962466649,DAVITA,Hemodialysis,672504
672505,TX,FRESENIUS MEDICAL CARE OF FOREST PARK,DALLAS,For Profit,14,1538271424,FRESENIUS MEDICAL CARE,Hemodialysis,672505
672506,TX,HOUSTON STREET DIALYSIS FACILITY,SAN ANTONIO,For Profit,14,1164481594,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,672506
672507,TX,US RENAL CARE TRI COUNTY DIALYSIS,LYTLE,For Profit,14,1477512895,"US RENAL CARE, INC.",Hemodialysis,672507
672508,TX,SUN CITY DIALYSIS CENTER,EL PASO,For Profit,14,1215991344,DAVITA,Hemodialysis and Peritoneal Dialysis,672508
672509,TX,CROSBY DIALYSIS FACILITY,CROSBY,For Profit,14,1497867386,FRESENIUS MEDICAL CARE,Hemodialysis,672509
672510,TX,US RENAL CARE PLEASANTON ROAD DIALYSIS,SAN ANTONIO,For Profit,14,1932168374,"US RENAL CARE, INC.",Hemodialysis,672510
672511,TX,MERIDIAN DIALYSIS CENTER,PASADENA,For Profit,14,1639132319,DAVITA,Hemodialysis,672511
672513,TX,BONHAM DIALYSIS,BONHAM,For Profit,14,1164485348,DAVITA,Hemodialysis,672513
672514,TX,US RENAL CARE SAN BENITO DIALYSIS,SAN BENITO,For Profit,14,1669459079,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,672514
672515,TX,NORTHWEST MEDICAL CENTER DIALYSIS,SAN ANTONIO,For Profit,14,1336102029,DAVITA,Hemodialysis and Peritoneal Dialysis,672515
672516,TX,RIVERCENTER DIALYSIS,SAN ANTONIO,For Profit,14,1447214119,DAVITA,Hemodialysis,672516
672517,TX,TARRANT COUNTY CAMPUS DIALYSIS,FORT WORTH,For Profit,14,1194837096,FRESENIUS MEDICAL CARE,Hemodialysis,672517
672518,TX,NORTH SHEPHERD DIALYSIS,HOUSTON,For Profit,14,1376950345,DAVITA,Hemodialysis,672518
672519,TX,SOUTHCROSS DIALYSIS CENTER,SAN ANTONIO,For Profit,14,1467416099,DAVITA,Hemodialysis,672519
672520,TX,LANCASTER DIALYSIS,LANCASTER,For Profit,14,1760445548,DAVITA,Hemodialysis,672520
672521,TX,LAS PALMAS DIALYSIS CENTER,SAN ANTONIO,For Profit,14,1396708194,DAVITA,Hemodialysis,672521
672522,TX,SOUTH SHORE DIALYSIS CENTER,LEAGUE CITY,For Profit,14,1700840592,DAVITA,Hemodialysis and Peritoneal Dialysis,672522
672523,TX,MARYMONT DIALYSIS CENTER,SAN ANTONIO,For Profit,14,1598728339,DAVITA,Hemodialysis,672523
672524,TX,ANGLETON DIALYSIS,ANGLETON,For Profit,14,1487793386,DAVITA,Hemodialysis,672524
672525,TX,ARLINGTON DIALYSIS,ARLINGTON,For Profit,14,1912966045,DAVITA,Hemodialysis and Peritoneal Dialysis,672525
672526,TX,LIBERTY DIALYSIS LANCASTER,LANCASTER,For Profit,14,1013959683,"US RENAL CARE, INC.",Hemodialysis,672526
672527,TX,SNG - BARLITE,SAN ANTONIO,For Profit,14,1760700298,SANKAR NEPHROLOGY GROUP,Hemodialysis and Peritoneal Dialysis,672527
672529,TX,GRACIAS DIALYSIS,HOUSTON,For Profit,14,1851457303,DAVITA,Hemodialysis,672529
672530,TX,FRESENIUS MEDICAL CARE HILLSBORO KIDNEY CENTER,HILLSBORO,For Profit,14,1386756278,FRESENIUS MEDICAL CARE,Hemodialysis,672530
672531,TX,GRAPEVINE DIALYSIS,GRAPEVINE,For Profit,14,1194829630,DAVITA,Hemodialysis and Peritoneal Dialysis,672531
672532,TX,"SNG-BARLITE/SAN SABA DIALYSIS CENTER, LP",SAN ANTONIO,For Profit,14,1881885663,SANKAR NEPHROLOGY GROUP,Hemodialysis,672532
672534,TX,US RENAL CARE MAVERICK COUNTY DIALYSIS,EAGLE PASS,For Profit,14,1700846862,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,672534
672535,TX,BAYOU CITY DIALYSIS,HOUSTON,For Profit,14,1742794200,DAVITA,Hemodialysis,672535
672536,TX,UPPER VALLEY DIALYSIS,EL PASO,For Profit,14,1710906938,DAVITA,Hemodialysis and Peritoneal Dialysis,672536
672537,TX,SUMMIT DIALYSIS,HOUSTON,For Profit,14,1356389308,DAVITA,Hemodialysis,672537
672538,TX,WILLOWBROOK DIALYSIS,HOUSTON,For Profit,14,1639123649,DAVITA,Hemodialysis and Peritoneal Dialysis,672538
672539,TX,LA PORTE DIALYSIS FACILITY,LA PORTE,For Profit,14,1982610671,FRESENIUS MEDICAL CARE,Unavailable,672539
672540,TX,FRESENIUS MEDICAL CARE OF PLEASANT RUN DIALYSIS,DE SOTO,For Profit,14,1972524163,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,672540
672541,TX,FRESENIUS MEDICAL CARE TRI-CITY,ALAMO,For Profit,14,1073615266,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,672541
672542,TX,FRESENIUS MEDICAL CARE OF WEST PLANO,PLANO,For Profit,14,1174625594,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,672542
672543,TX,US RENAL CARE TARRANT DIALYSIS WEATHERFORD,WEATHERFORD,For Profit,14,1295780054,TARRANT DIALYSIS CENTERS,Hemodialysis,672543
672544,TX,RENAL CARE GROUP- SULPHUR SPRINGS,SULPHUR SPRINGS,For Profit,14,1942213749,FRESENIUS MEDICAL CARE,Hemodialysis,672544
672545,TX,FRESENIUS MEDICAL CARE OF DEL RIO,DEL RIO,For Profit,14,1235152281,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,672545
672546,TX,FRESENIUS MEDICAL CARE OF NORTHSIDE,FORT WORTH,For Profit,14,1245248541,FRESENIUS MEDICAL CARE,Hemodialysis,672546
672548,TX,CARROLLTON DIALYSIS,CARROLLTON,For Profit,14,1952329864,DAVITA,Hemodialysis,672548
672549,TX,BEAR CREEK DIALYSIS,HOUSTON,For Profit,14,1982650974,DAVITA,Hemodialysis,672549
672550,TX,MANSFIELD DIALYSIS CENTER,MANSFIELD,For Profit,14,1407874365,DAVITA,Hemodialysis,672550
672551,TX,FRESENIUS KIDNEY CARE HOUSTON ELLA DIALYSIS CENTER,HOUSTON,For Profit,14,1922575323,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,672551
672552,TX,US RENAL CARE BEEVILLE DAILYSIS,BEEVILLE,For Profit,14,1669992913,"US RENAL CARE, INC.",Hemodialysis and Peritoneal Dialysis,672552
672553,TX,DAVITA DOWNTOWN DALLAS DIALYSIS,DALLAS,For Profit,14,1669492260,DAVITA,Hemodialysis,672553
