Measure ID,Measure
pchedz_f,"F: SHR (ED)- P-value, 2016-2019"
chichedz_f,"F: SHR (ED)- 97.5% Upper Confidence Limit, 2016-2019"
clochedz_f,"F: SHR (ED)- 2.5% Lower Confidence Limit, 2016-2019"
indexy1_f,"F: SRR - Index discharges, 2016"
readmy1_f,"F: SRR - Total readmissions, 2016"
srry1_f,"F: SRR - Standardized Readmission Ratio, 2016"
srrlcly1_f,"F: SRR - Lower confidence limit, 2016"
srrucly1_f,"F: SRR - Upper confidence limit, 2016"
srrpy1_f,"F : SRR - P-value, 2016"
srrexpy1_f,"F: SRR - Expected total readmissions, 2016"
indexy2_f,"F: SRR - Index discharges, 2017"
readmy2_f,"F: SRR - Total readmissions, 2017"
srry2_f,"F: SRR - Standardized Readmission Ratio, 2017"
srrlcly2_f,"F: SRR - Lower confidence limit, 2017"
srrucly2_f,"F: SRR - Upper confidence limit, 2017"
srrpy2_f,"F : SRR - P-value, 2017"
srrexpy2_f,"F: SRR - Expected total readmissions, 2017"
indexy3_f,"F: SRR - Index discharges, 2018"
readmy3_f,"F: SRR - Total readmissions, 2018"
srry3_f,"F: SRR - Standardized Readmission Ratio, 2018"
srrlcly3_f,"F: SRR - Lower confidence limit, 2018"
srrucly3_f,"F: SRR - Upper confidence limit, 2018"
srrpy3_f,"F : SRR - P-value, 2018"
srrexpy3_f,"F: SRR - Expected total readmissions, 2018"
indexy4_f,"F: SRR - Index discharges, 2019"
readmy4_f,"F: SRR - Total readmissions, 2019"
rkshrtsy1_f,"F: SHR (Admissions)-Percentile rank in state, 2016"
rkshrtsy2_f,"F: SHR (Admissions)-Percentile rank in state, 2017"
rkshrtsy3_f,"F: SHR (Admissions)-Percentile rank in state, 2018"
rkshrtsy4_f,"F: SHR (Admissions)-Percentile rank in state, 2019"
rkshrtsz_f,"F: SHR (Admissions)-Percentile rank in state, 2016-19"
rkshrdsy1_f,"F: SHR (Days)-Percentile rank in state, 2016"
rkshrdsy2_f,"F: SHR (Days)-Percentile rank in state, 2017"
rkshrdsy3_f,"F: SHR (Days)-Percentile rank in state, 2018"
rkshrdsy4_f,"F: SHR (Days)-Percentile rank in state, 2019"
rkshrdsz_f,"F: SHR (Days)-Percentile rank in state, 2016-19"
rkshredsy1_f,"F: SHR (ED)-Percentile rank in state, 2016"
rkshredsy2_f,"F: SHR (ED)-Percentile rank in state, 2017"
rkshredsy3_f,"F: SHR (ED)-Percentile rank in state, 2018"
rkshredsy4_f,"F: SHR (ED)-Percentile rank in state, 2019"
rkshredsz_f,"F: SHR (ED)-Percentile rank in state, 2016-19"
rkshrtny1_f,"F: SHR (Admissions)-Percentile rank in Network, 2016"
rkshrtny2_f,"F: SHR (Admissions)-Percentile rank in Network, 2017"
rkshrtny3_f,"F: SHR (Admissions)-Percentile rank in Network, 2018"
rkshrtny4_f,"F: SHR (Admissions)-Percentile rank in Network, 2019"
rkshrtnz_f,"F: SHR (Admissions)-Percentile rank in Network, 2016-19"
rkshrdny1_f,"F: SHR (Days)-Percentile rank in Network, 2016"
rkshrdny2_f,"F: SHR (Days)-Percentile rank in Network, 2017"
rkshrdny3_f,"F: SHR (Days)-Percentile rank in Network, 2018"
rkshrdny4_f,"F: SHR (Days)-Percentile rank in Network, 2019"
rkshrdnz_f,"F: SHR (Days)-Percentile rank in Network, 2016-19"
rkshredny1_f,"F: SHR (ED)-Percentile rank in Network, 2016"
rkshredny2_f,"F: SHR (ED)-Percentile rank in Network, 2017"
rkshredny3_f,"F: SHR (ED)-Percentile rank in Network, 2018"
rkshredny4_f,"F: SHR (ED)-Percentile rank in Network, 2019"
rkshrednz_f,"F: SHR (ED)-Percentile rank in Network, 2016-19"
rkshrtuy1_f,"F: SHR (Admissions)-Percentile rank in US, 2016"
rkshrtuy2_f,"F: SHR (Admissions)-Percentile rank in US, 2017"
rkshrtuy3_f,"F: SHR (Admissions)-Percentile rank in US, 2018"
rkshrtuy4_f,"F: SHR (Admissions)-Percentile rank in US, 2019"
rkshrtuz_f,"F: SHR (Admissions)-Percentile rank in US, 2016-19"
rkshrduy1_f,"F: SHR (Days)-Percentile rank in US, 2016"
rkshrduy2_f,"F: SHR (Days)-Percentile rank in US, 2017"
rkshrduy3_f,"F: SHR (Days)-Percentile rank in US, 2018"
rkshrduy4_f,"F: SHR (Days)-Percentile rank in US, 2019"
rkshrduz_f,"F: SHR (Days)-Percentile rank in US, 2016-19"
rkshreduy1_f,"F: SHR (ED)-Percentile rank in US, 2016"
rkshreduy2_f,"F: SHR (ED)-Percentile rank in US, 2017"
rkshreduy3_f,"F: SHR (ED)-Percentile rank in US, 2018"
rkshreduy4_f,"F: SHR (ED)-Percentile rank in US, 2019"
rkshreduz_f,"F: SHR (ED)-Percentile rank in US, 2016-19"
rdstz_f,"F: Transplantation - Number of eligible patients, first transplant, 2016-2019"
txz_f,"F: Transplantation - Number of 1st transplants, 2016-2019"
extxz_f,"F: Transplantation - Expected number of 1st transplants, 2016-2019"
txyz_f,"F: Transplantation - Years at risk of eligible first transplant patients, 2016-2019"
rdsalltz_f,"F: Transplantation - Number of eligible patients, all transplants, 2016-2019"
txallz_f,"F: Transplantation - Number of transplants, 2016-2019"
cadalltz_f,"F: Transplantation - Number of deceased donor transplants, 2016-2019"
livealltz_f,"F: Transplantation - Number of living donor transplants, 2016-2019"
strz_f,"F: Transplantation - Standardized 1st Transplantation Ratio, 2016-2019"
rdsty1_f,"F: Transplantation - Number of eligible patients, first transplant, 2016"
rdsallty1_f,"F: Transplantation - Number of eligible patients, all transplants, 2016"
txally1_f,"F: Transplantation - Number of transplants among eligible patients, 2016"
txy1_f,"F: Transplantation - Number of 1st transplants among eligible patients, 2016"
txyy1_f,"F: Transplantation - Years at risk of eligible 1st transplant patients, 2016"
extxy1_f,"F: Transplantation - Expected number of 1st transplants, 2016"
rdsty2_f,"F: Transplantation - Number of eligible patients, first transplant, 2017"
rdsallty2_f,"F: Transplantation - Number of eligible patients, all transplants, 2017"
txally2_f,"F: Transplantation - Number of transplants among eligible patients, 2017"
txy2_f,"F: Transplantation - Number of 1st transplants among eligible patients, 2017"
txyy2_f,"F: Transplantation - Years at risk of eligible 1st transplant patients, 2017"
extxy2_f,"F: Transplantation - Expected number of 1st transplants, 2017"
rdsty3_f,"F: Transplantation - Number of eligible patients, first transplant, 2018"
rdsallty3_f,"F: Transplantation - Number of eligible patients, all transplants, 2018"
txally3_f,"F: Transplantation - Number of transplants among eligible patients, 2018"
txy3_f,"F: Transplantation - Number of 1st transplants among eligible patients, 2018"
txyy3_f,"F: Transplantation - Years at risk of eligible 1st transplant patients, 2018"
extxy3_f,"F: Transplantation - Expected number of 1st transplants, 2018"
rdsty4_f,"F: Transplantation - Number of eligible patients, first transplant, 2019"
rdsallty4_f,"F: Transplantation - Number of eligible patients, all transplants, 2019"
txally4_f,"F: Transplantation - Number of transplants among eligible patients, 2019"
txy4_f,"F: Transplantation - Number of 1st transplants among eligible patients, 2019"
txyy4_f,"F: Transplantation - Years at risk of eligible 1st transplant patients, 2019"
extxy4_f,"F: Transplantation - Expected number of 1st transplants, 2019"
ptz_f,"F: Transplantation - P-value, 2016-2019"
chitz_f,"F: Transplantation - 95% confidence interval (upper limit), 2016-2019"
clotz_f,"F: Transplantation - 95% confidence interval (lower limit) , 2016-2019"
rktsz_f,"F: STR-Percentile rank in state, 2016-19"
rktnz_f,"F: STR-Percentile rank in Network, 2016-19"
rktuz_f,"F: STR-Percentile rank in US, 2016-19"
txp_lt_90d,% of tx lt 90 days
txp_not_asgnd,% of tx not assigned
pppwy1_f,"F: Prevalent Waitlist - Age-adjusted percentage of patient-months waitlisted (age<75), 2016"
PPPWpvaluey1_f,"F: Prevalent Waitlist - p-value for age-adjusted percentage of patient-months waitlisted, 2016"
PPPWcloy1_f,"F: Prevalent Waitlist - 95% Confidence interval (lower limit) for age-adjusted waitlist percentage, 2016"
PPPWchiy1_f,"F: Prevalent Waitlist - 95% Confidence interval (upper limit) for age-adjusted waitlist percentage, 2016"
pppwy2_f,"F: Prevalent Waitlist - Age-adjusted percentage of patient-months waitlisted (age<75), 2017"
PPPWpvaluey2_f,"F: Prevalent Waitlist - p-value for age-adjusted percentage of patient-months waitlisted, 2017"
PPPWcloy2_f,"F: Prevalent Waitlist - 95% Confidence interval (lower limit) for age-adjusted waitlist percentage, 2017"
PPPWchiy2_f,"F: Prevalent Waitlist - 95% Confidence interval (upper limit) for age-adjusted waitlist percentage, 2017"
pppwy3_f,"F: Prevalent Waitlist - Age-adjusted percentage of patient-months waitlisted (age<75), 2018"
PPPWpvaluey3_f,"F: Prevalent Waitlist - p-value for age-adjusted percentage of patient-months waitlisted, 2018"
PPPWcloy3_f,"F: Prevalent Waitlist - 95% Confidence interval (lower limit) for age-adjusted waitlist percentage, 2018"
PPPWchiy3_f,"F: Prevalent Waitlist - 95% Confidence interval (upper limit) for age-adjusted waitlist percentage, 2018"
pppwy4_f,"F: Prevalent Waitlist - Age-adjusted percentage of patient-months waitlisted (age<75), 2019"
PPPWpvaluey4_f,"F: Prevalent Waitlist - p-value for age-adjusted percentage of patient-months waitlisted, 2019"
PPPWcloy4_f,"F: Prevalent Waitlist - 95% Confidence interval (lower limit) for age-adjusted waitlist percentage, 2019"
PPPWchiy4_f,"F: Prevalent Waitlist - 95% Confidence interval (upper limit) for age-adjusted waitlist percentage, 2019"
pppwpmy1_f,"F: Prevalent Waitlist - Total # of dialysis patient-months (age<75), 2016"
pppwpty1_f,"F: Prevalent Waitlist - Total # of dialysis patients (age<75), 2016"
WLy1_f,"F: Prevalent Waitlist - % of dialysis patient-months on WL (age<75), 2016"
WLlt40y1_f,"F: Prevalent Waitlist - % of dialysis patient-months<40 on WL, 2016"
WLmaley1_f,"F: Prevalent Waitlist - % of male dialysis patient-months (age<75)on WL, 2016"
WLfemy1_f,"F: Prevalent Waitlist - % of female dialysis patient-months  (age<75)on WL, 2016"
WLwhhy1_f,"F: Prevalent Waitlist - % Hispanic White dialysis patient-months (age<75)on WL, 2016"
WLwhnhy1_f,"F: Prevalent Waitlist - % Non-Hispanic White dialysis patient-months (age<75)on WL, 2016"
WLbly1_f,"F: Prevalent Waitlist - % of African American dialysis patient-months (age<75)on WL, 2016"
WLnodmy1_f,"F: Prevalent Waitlist - % of non-diabetics dialysis patient-months (age<75)on WL, 2016"
WLnotxy1_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)w/no prev KI transplant on WL, 2016"
WLtxy1_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)with prev KI transplant on WL, 2016"
WLVCat1y1_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with <2 years of prior ESRD therapy on WL, 2016"
WLVCat2y1_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 2-4 years of prior ESRD therapy on WL, 2016"
WLVCat3y1_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 5+ years of prior ESRD therapy on WL, 2016"
pppwpmy2_f,"F: Prevalent Waitlist - Total# of dialysis patient-months (age<75), 2017"
pppwpty2_f,"F: Prevalent Waitlist - Total # of dialysis patients (age<75), 2017"
WLy2_f,"F: Prevalent Waitlist - % of dialysis patient-months on WL (age<75), 2017"
WLlt40y2_f,"F: Prevalent Waitlist - % of dialysis patient-months<40 on WL, 2017"
WLmaley2_f,"F: Prevalent Waitlist - % of male dialysis patient-months (age<75)on WL, 2017"
WLfemy2_f,"F: Prevalent Waitlist - % of female dialysis patient-months  (age<75)on WL, 2017"
WLwhhy2_f,"F: Prevalent Waitlist - % Hispanic White dialysis patient-months (age<75)on WL, 2017"
WLwhnhy2_f,"F: Prevalent Waitlist - % Non-Hispanic White dialysis patient-months (age<75)on WL, 2017"
WLbly2_f,"F: Prevalent Waitlist - % of African American dialysis patient-months (age<75)on WL, 2017"
WLnodmy2_f,"F: Prevalent Waitlist - % of non-diabetics dialysis patient-months (age<75)on WL, 2017"
WLnotxy2_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)w/no prev KI transplant on WL, 2017"
WLtxy2_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)with prev KI transplant on WL, 2017"
WLVCat1y2_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with <2 years of prior ESRD therapy on WL, 2017"
WLVCat2y2_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 2-4 years of prior ESRD therapy on WL, 2017"
WLVCat3y2_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 5+ years of prior ESRD therapy on WL, 2017"
pppwpmy3_f,"F: Prevalent Waitlist - Total # of dialysis patient-months (age<75), 2018"
pppwpty3_f,"F: Prevalent Waitlist - Total # of dialysis patients (age<75), 2018"
WLy3_f,"F: Prevalent Waitlist - % of dialysis patient-months on WL (age<75), 2018"
WLlt40y3_f,"F: Prevalent Waitlist - % of dialysis patient-months<40 on WL, 2018"
WLmaley3_f,"F: Prevalent Waitlist - % of male dialysis patient-months (age<75)on WL, 2018"
WLfemy3_f,"F: Prevalent Waitlist - % of female dialysis patient-months  (age<75)on WL, 2018"
WLwhhy3_f,"F: Prevalent Waitlist - % Hispanic White dialysis patient-months (age<75)on WL, 2018"
WLwhnhy3_f,"F: Prevalent Waitlist - % Non-Hispanic White dialysis patient-months (age<75)on WL, 2018"
WLbly3_f,"F: Prevalent Waitlist - % of African American dialysis patient-months (age<75)on WL, 2018"
WLnodmy3_f,"F: Prevalent Waitlist - % of non-diabetics dialysis patient-months (age<75)on WL, 2018"
WLnotxy3_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)w/no prev KI transplant on WL, 2018"
WLtxy3_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)with prev KI transplant on WL, 2018"
WLVCat1y3_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with <2 years of prior ESRD therapy on WL, 2018"
WLVCat2y3_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 2-4 years of prior ESRD therapy on WL, 2018"
WLVCat3y3_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 5+ years of prior ESRD therapy on WL, 2018"
pppwpmy4_f,"F: Prevalent Waitlist - Total # of dialysis patient-months (age<75), 2019"
pppwpty4_f,"F: Prevalent Waitlist - Total # of dialysis patients (age<75), 2019"
WLy4_f,"F: Prevalent Waitlist - % of dialysis patient-months on WL (age<75), 2019"
WLlt40y4_f,"F: Prevalent Waitlist - % of dialysis patient-months<40 on WL, 2019"
WLmaley4_f,"F: Prevalent Waitlist - % of male dialysis patient-months (age<75)on WL, 2019"
WLfemy4_f,"F: Prevalent Waitlist - % of female dialysis patient-months  (age<75)on WL, 2019"
WLwhhy4_f,"F: Prevalent Waitlist - % Hispanic White dialysis patient-months (age<75)on WL, 2019"
WLwhnhy4_f,"F: Prevalent Waitlist - % Non-Hispanic White dialysis patient-months (age<75)on WL, 2019"
WLbly4_f,"F: Prevalent Waitlist - % of African American dialysis patient-months (age<75)on WL, 2019"
WLnodmy4_f,"F: Prevalent Waitlist - % of non-diabetics dialysis patient-months (age<75)on WL, 2019"
WLnotxy4_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)w/no prev KI transplant on WL, 2019"
WLtxy4_f,"F: Prevalent Waitlist - % of dialysis patient-months (age<75)with prev KI transplant on WL, 2019"
WLVCat1y4_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with <2 years of prior ESRD therapy on WL, 2019"
WLVCat2y4_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 2-4 years of prior ESRD therapy on WL, 2019"
WLVCat3y4_f,"F: Prevalent Waitlist - % of dial patient-months (age<75)with 5+ years of prior ESRD therapy on WL, 2019"
swrwlz_f,"F: Incident Waitlist - Number of waitlisting or receipt of a living-donor transplant, 2016-2018"
swrexwlz_f,"F: Incident Waitlist - Number of expected waitlisting or receipt of a living-donor transplant, 2016-2018"
swrpyz_f,"F: Incident Waitlist - Patient-year at risk for SWR, 2016-2018"
swrptz_f,"F: Incident Waitlist - Number of pts in this facility for SWR, 2016-2018"
swrz_f,"F: Incident Waitlist - Standardized Waitlist Ratio, 2016-2018"
swrpvaluez_f,"F: Incident Waitlist - p-value for facility SWR, 2016-2018"
swrchiz_f,"F: Incident Waitlist - 95% C.I. (upper limit) for SWR, 2016-2018"
swrcloz_f,"F: Incident Waitlist - 95% C.I. (lower limit) for SWR, 2016-2018"
eFVy1_f,"F: Influenza - Total number of Medicare dialysis patients on Dec 31, 2016"
FVhy1_f,"F: Influenza - % of Medicare dialysis patients vaccinated, 8/1-12/31, 2016"
FVlt18hy1_f,"F: Influenza - % of dialysis patients <18 vaccinated, 8/1-12/31, 2016"
FVmalehy1_f,"F: Influenza - % of male dialysis patients vaccinated, 8/1-12/31, 2016"
FVfemhy1_f,"F: Influenza - % of female dialysis patients vaccinated, 8/1-12/31, 2016"
FVwhhy1_f,"F: Influenza - % of white dialysis patients vaccinated, 8/1-12/31, 2016"
FVblkhy1_f,"F: Influenza - % of black dialysis patients vaccinated, 8/1-12/31, 2016"
FVVCat1hy1_f,"F: Influenza - % of dialysis patients with <1 year of prior ESRD therapy vaccinated, 8/1-12/31, 2016"
FVVCat2hy1_f,"F: Influenza - % of dialysis patients with 1-2 years of prior ESRD therapy vaccinated, 8/1-12/31, 2016"
FVVCat3hy1_f,"F: Influenza - % of dialysis patients with 3+ years of prior ESRD therapy vaccinated, 8/1-12/31, 2016"
FVfy1_f,"F: Influenza - % of Medicare dialysis patients vaccinated, 8/1-3/31, 2016"
pFVhy1_f,"F: Influenza - p-value for % vaccinated different than US, 8/1-12/31, 2016"
pFVfy1_f,"F: Influenza - p-value for % vaccinated different than US, 8/1-3/31, 2016"
CWptdenomy1_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patients, 2016"
CWptmthdenomy1_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patient-months, 2016"
CWunCa1y1_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium < 8.4 mg/dL, 2016"
CWunCa2y1_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium 8.4-10.2 mg/dL, 2016"
CWunCa3y1_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium > 10.2 mg/dL, 2016"
CWunCa4y1_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium Missing or Out of Range, 2016"
CWavgUnCay1_f,"F: Calcium (Adult) - Average uncorrected calcium in mg/dL, out of valid in range patient-months, 2016"
serumphospatsy1_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patients, 2016"
serumphospmy1_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patient-months, 2016"
CWavgPy1_f,"F: Phosphorus (Adult) - Average serum phosphorus in mg/dL, out of valid in range patient-months, 2016"
CWP1y1_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus < 3.5 mg/dL, 2016"
CWP2y1_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 3.5-4.5 mg/dL, 2016"
CWP3y1_f,"F: Phosphoous (Adult) - % of patient-months with serum phosphorus 4.6-5.5 mg/dL, 2016"
CWP4y1_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 5.6-7.0 mg/dL, 2016"
CWP5y1_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus > 7.0 mg/dL, 2016"
CWP6y1_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus Missing or Out of Range, 2016"
CWhcptmthdenomy1_f,"F: Hypercalcemia (Adult) - Total Number of Eligible Dialysis Patient-months, 2016"
CWunCagt102y1_f,"F: Hypercalcemia (Adult) - Average uncorrected calcium > 10.2 mg/dL, out of valid in range patient-months, 2016"
CWptdenomy2_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patients, 2017"
CWptmthdenomy2_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patient-months, 2017"
CWunCa1y2_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium < 8.4 mg/dL, 2017"
CWunCa2y2_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium 8.4-10.2 mg/dL, 2017"
CWunCa3y2_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium > 10.2 mg/dL, 2017"
CWunCa4y2_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium Missing or Out of Range, 2017"
CWavgUnCay2_f,"F: Calcium (Adult) - Average uncorrected calcium in mg/dL, out of valid in range patient-months, 2017"
serumphospatsy2_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patients, 2017"
serumphospmy2_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patient-months, 2017"
CWavgPy2_f,"F: Phosphorus (Adult) - Average serum phosphorus in mg/dL, out of valid in range patient-months, 2017"
CWP1y2_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus < 3.5 mg/dL, 2017"
CWP2y2_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 3.5-4.5 mg/dL, 2017"
CWP3y2_f,"F: Phosphoous (Adult) - % of patient-months with serum phosphorus 4.6-5.5 mg/dL, 2017"
CWP4y2_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 5.6-7.0 mg/dL, 2017"
CWP5y2_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus > 7.0 mg/dL, 2017"
CWP6y2_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus Missing or Out of Range, 2017"
CWhcptdenomy2_f,"F: Hypercalcemia (Adult) - Total Number of Eligible Dialysis Patients, 2017"
CWhcptmthdenomy2_f,"F: Hypercalcemia (Adult) - Total Number of Eligible Dialysis Patient-months, 2017"
CWunCagt102y2_f,"F: Hypercalcemia (Adult) - Average uncorrected calcium > 10.2 mg/dL, out of valid in range patient-months, 2017"
CWptdenomy3_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patients, 2018"
CWptmthdenomy3_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patient-months, 2018"
CWunCa1y3_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium < 8.4 mg/dL, 2018"
CWunCa2y3_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium 8.4-10.2 mg/dL, 2018"
CWunCa3y3_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium > 10.2 mg/dL, 2018"
CWunCa4y3_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium Missing or Out of Range, 2018"
CWavgUnCay3_f,"F: Calcium (Adult) - Average uncorrected calcium in mg/dL, out of valid in range patient-months, 2018"
serumphospatsy3_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patients, 2018"
serumphospmy3_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patient-months, 2018"
CWavgPy3_f,"F: Phosphorus (Adult) - Average serum phosphorus in mg/dL, out of valid in range patient-months, 2018"
CWP1y3_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus < 3.5 mg/dL, 2018"
CWP2y3_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 3.5-4.5 mg/dL, 2018"
CWP3y3_f,"F: Phosphoous (Adult) - % of patient-months with serum phosphorus 4.6-5.5 mg/dL, 2018"
CWP4y3_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 5.6-7.0 mg/dL, 2018"
CWP5y3_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus > 7.0 mg/dL, 2018"
CWP6y3_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus Missing or Out of Range, 2018"
CWhcptmthdenomy3_f,"F: Hypercalcemia (Adult) - Total Number of Eligible Dialysis Patient-months, 2018"
CWunCagt102y3_f,"F: Hypercalcemia (Adult) - Average uncorrected calcium > 10.2 mg/dL, out of valid in range patient-months, 2018"
CWptdenomy4_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patients, 2019"
CWptmthdenomy4_f,"F: Calcium (Adult) - Total Number of Eligible Dialysis Patient-months, 2019"
CWunCa1y4_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium < 8.4 mg/dL, 2019"
CWunCa2y4_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium 8.4-10.2 mg/dL, 2019"
CWunCa3y4_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium > 10.2 mg/dL, 2019"
CWunCa4y4_f,"F: Calcium (Adult) - % of patient-months with uncorrected calcium Missing or Out of Range, 2019"
CWavgUnCay4_f,"F: Calcium (Adult) - Average uncorrected calcium in mg/dL, out of valid in range patient-months, 2019"
serumphospatsy4_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patients, 2019"
serumphospmy4_f,"F: Phosphorus (Adult) - Total Number of Eligible Dialysis Patient-months, 2019"
CWavgPy4_f,"F: Phosphorus (Adult) - Average serum phosphorus in mg/dL, out of valid in range patient-months, 2019"
CWP1y4_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus < 3.5 mg/dL, 2019"
CWP2y4_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 3.5-4.5 mg/dL, 2019"
CWP3y4_f,"F: Phosphoous (Adult) - % of patient-months with serum phosphorus 4.6-5.5 mg/dL, 2019"
CWP4y4_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus 5.6-7.0 mg/dL, 2019"
CWP5y4_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus > 7.0 mg/dL, 2019"
CWP6y4_f,"F: Phosphorus (Adult) - % of patient-months with serum phosphorus Missing or Out of Range, 2019"
CWhcptmthdenomy4_f,"F: Hypercalcemia (Adult) - Total Number of Eligible Dialysis Patient-months, 2019"
CWunCagt102y4_f,"F: Hypercalcemia (Adult) - Average uncorrected calcium > 10.2 mg/dL, out of valid in range patient-months, 2019"
phdvapty1_f,"F: Prevalent VA Type (Adult) - Total number of HD patients, 2016"
phdy1_f,"F: Prevalent VA Type (Adult) - Total number of HD patient-months, 2016"
ppavfy1_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with fistulae, 2016"
ppavgy1_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with grafts, 2016"
ppcathy1_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with catheters, 2016"
ppomy1_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with other or unknown access type., 2016"
ltcy1_f,"F: Prevalent VA Type (Adult) - Long-Term Catheter Rate, 2016"
ihdy1_f,"F: Incident VA Type (Adult) - Total number of HD patients, 2016"
piavfy1_f,"F: Incident VA Type (Adult) - % of patients receiving treatment with fistulae, 2016"
piavgy1_f,"F: Incident VA Type (Adult) - % of patients receiving treatment with grafts, 2016"
picathy1_f,"F: Incident VA Type (Adult) -  % of patients receiving treatment with catheters, 2016"
piomy1_f,"F: Incident VA Type (Adult) - % of patients receiving treatment with other or unknown access type., 2016"
pifisty1_f,"F: Incident VA Type (Adult) - % of patients with fistulae placed, 2016"
phdvapty2_f,"F: Prevalent VA Type (Adult) - Total number of HD patients, 2017"
phdy2_f,"F: Prevalent VA Type (Adult) - Total number of HD patient-months, 2017"
ppavfy2_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with fistulae, 2017"
ppavgy2_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with grafts, 2017"
ppcathy2_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with catheters, 2017"
ppomy2_f,"F: Prevalent VA Type (Adult) - % of patients receiving treatment with other or unknown access type., 2017"
ltcy2_f,"F: Prevalent VA Type (Adult) - Long-Term Catheter Rate, 2017"
ihdy2_f,"F: Incident VA Type (Adult) - Total number of HD patients, 2017"
piavfy2_f,"F: Incident VA Type (Adult) - % of patients receiving treatment with fistulae, 2017"
piavgy2_f,"F: Incident VA Type (Adult) - % of patients receiving treatment with grafts, 2017"
